# This file is generated on 25-Nov-2021 at 16:59:54 and contains for each site, each satellite, frequency:
# att_scin = attenuation due to scintillation (dB).
# All parameters are computed by: ITU-R P.618-10 model.
# Attenuation due to clouds results are sorted acording to the site identification number:
#    _ 1 = Norway Isfjord radio (Lat = 7.8060e+01 deg, Lon = 1.3620e+01 deg, Alt = 1.0000e-02 km)
# Stored values are organised as follow:
# Site number, Satellite number, Frequency (GHz), Elevation angle (deg), Elevation probability (), Time exceeded (%), att_scin (dB)
1, 2, 7.5000e+01, 6.0000e+01, 1.0000e+00, 6.0000e+01, -1.2079e-02
1, 2, 7.5000e+01, 6.0000e+01, 1.0000e+00, 7.0000e+01, -2.2708e-02
1, 2, 7.5000e+01, 6.0000e+01, 1.0000e+00, 8.0000e+01, -3.2064e-02
1, 2, 7.5000e+01, 6.0000e+01, 1.0000e+00, 9.0000e+01, -4.0437e-02
1, 2, 7.5000e+01, 6.0000e+01, 1.0000e+00, 9.9990e+01, -4.8017e-02
1, 3, 7.5000e+01, 6.5000e+01, 1.0000e+00, 1.0000e-02, 0.0000e+00
1, 3, 7.5000e+01, 6.5000e+01, 1.0000e+00, 1.6000e-02, 0.0000e+00
1, 3, 7.5000e+01, 6.5000e+01, 1.0000e+00, 2.7000e-02, 0.0000e+00
1, 3, 7.5000e+01, 6.5000e+01, 1.0000e+00, 4.5000e-02, 0.0000e+00
1, 3, 7.5000e+01, 6.5000e+01, 1.0000e+00, 7.7000e-02, 0.0000e+00
1, 3, 7.5000e+01, 6.5000e+01, 1.0000e+00, 1.3000e-01, 0.0000e+00
1, 3, 7.5000e+01, 6.5000e+01, 1.0000e+00, 2.1000e-01, 0.0000e+00
1, 3, 7.5000e+01, 6.5000e+01, 1.0000e+00, 3.5000e-01, 0.0000e+00
1, 3, 7.5000e+01, 6.5000e+01, 1.0000e+00, 6.0000e-01, 0.0000e+00
1, 3, 7.5000e+01, 6.5000e+01, 1.0000e+00, 9.5000e-01, 0.0000e+00
1, 3, 7.5000e+01, 6.5000e+01, 1.0000e+00, 1.7000e+00, 0.0000e+00
1, 3, 7.5000e+01, 6.5000e+01, 1.0000e+00, 3.0000e+00, 0.0000e+00
1, 3, 7.5000e+01, 6.5000e+01, 1.0000e+00, 5.1000e+00, 0.0000e+00
1, 3, 7.5000e+01, 6.5000e+01, 1.0000e+00, 8.3000e+00, 0.0000e+00
1, 3, 7.5000e+01, 6.5000e+01, 1.0000e+00, 1.2000e+01, 0.0000e+00
1, 3, 7.5000e+01, 6.5000e+01, 1.0000e+00, 1.9000e+01, 0.0000e+00
1, 3, 7.5000e+01, 6.5000e+01, 1.0000e+00, 3.0000e+01, 0.0000e+00
1, 3, 7.5000e+01, 6.5000e+01, 1.0000e+00, 4.0000e+01, 0.0000e+00
1, 3, 7.5000e+01, 6.5000e+01, 1.0000e+00, 5.0000e+01, 0.0000e+00
1, 3, 7.5000e+01, 6.5000e+01, 1.0000e+00, 6.0000e+01, 0.0000e+00
1, 3, 7.5000e+01, 6.5000e+01, 1.0000e+00, 7.0000e+01, 0.0000e+00
1, 3, 7.5000e+01, 6.5000e+01, 1.0000e+00, 8.0000e+01, 0.0000e+00
1, 3, 7.5000e+01, 6.5000e+01, 1.0000e+00, 9.0000e+01, 0.0000e+00
1, 3, 7.5000e+01, 6.5000e+01, 1.0000e+00, 9.9990e+01, 0.0000e+00
1, 4, 7.5000e+01, 7.0000e+01, 1.0000e+00, 1.0000e-02, 0.0000e+00
1, 4, 7.5000e+01, 7.0000e+01, 1.0000e+00, 1.6000e-02, 0.0000e+00
1, 4, 7.5000e+01, 7.0000e+01, 1.0000e+00, 2.7000e-02, 0.0000e+00
1, 4, 7.5000e+01, 7.0000e+01, 1.0000e+00, 4.5000e-02, 0.0000e+00
1, 4, 7.5000e+01, 7.0000e+01, 1.0000e+00, 7.7000e-02, 0.0000e+00
1, 4, 7.5000e+01, 7.0000e+01, 1.0000e+00, 1.3000e-01, 0.0000e+00
1, 4, 7.5000e+01, 7.0000e+01, 1.0000e+00, 2.1000e-01, 0.0000e+00
1, 4, 7.5000e+01, 7.0000e+01, 1.0000e+00, 3.5000e-01, 0.0000e+00
1, 4, 7.5000e+01, 7.0000e+01, 1.0000e+00, 6.0000e-01, 0.0000e+00
1, 4, 7.5000e+01, 7.0000e+01, 1.0000e+00, 9.5000e-01, 0.0000e+00
1, 4, 7.5000e+01, 7.0000e+01, 1.0000e+00, 1.7000e+00, 0.0000e+00
1, 4, 7.5000e+01, 7.0000e+01, 1.0000e+00, 3.0000e+00, 0.0000e+00
1, 4, 7.5000e+01, 7.0000e+01, 1.0000e+00, 5.1000e+00, 0.0000e+00
1, 4, 7.5000e+01, 7.0000e+01, 1.0000e+00, 8.3000e+00, 0.0000e+00
1, 4, 7.5000e+01, 7.0000e+01, 1.0000e+00, 1.2000e+01, 0.0000e+00
1, 4, 7.5000e+01, 7.0000e+01, 1.0000e+00, 1.9000e+01, 0.0000e+00
1, 4, 7.5000e+01, 7.0000e+01, 1.0000e+00, 3.0000e+01, 0.0000e+00
1, 4, 7.5000e+01, 7.0000e+01, 1.0000e+00, 4.0000e+01, 0.0000e+00
1, 4, 7.5000e+01, 7.0000e+01, 1.0000e+00, 5.0000e+01, 0.0000e+00
1, 4, 7.5000e+01, 7.0000e+01, 1.0000e+00, 6.0000e+01, 0.0000e+00
1, 4, 7.5000e+01, 7.0000e+01, 1.0000e+00, 7.0000e+01, 0.0000e+00
1, 4, 7.5000e+01, 7.0000e+01, 1.0000e+00, 8.0000e+01, 0.0000e+00
1, 4, 7.5000e+01, 7.0000e+01, 1.0000e+00, 9.0000e+01, 0.0000e+00
1, 4, 7.5000e+01, 7.0000e+01, 1.0000e+00, 9.9990e+01, 0.0000e+00
1, 5, 7.5000e+01, 7.5000e+01, 1.0000e+00, 1.0000e-02, 0.0000e+00
1, 5, 7.5000e+01, 7.5000e+01, 1.0000e+00, 1.6000e-02, 0.0000e+00
1, 5, 7.5000e+01, 7.5000e+01, 1.0000e+00, 2.7000e-02, 0.0000e+00
1, 5, 7.5000e+01, 7.5000e+01, 1.0000e+00, 4.5000e-02, 0.0000e+00
1, 5, 7.5000e+01, 7.5000e+01, 1.0000e+00, 7.7000e-02, 0.0000e+00
1, 5, 7.5000e+01, 7.5000e+01, 1.0000e+00, 1.3000e-01, 0.0000e+00
1, 5, 7.5000e+01, 7.5000e+01, 1.0000e+00, 2.1000e-01, 0.0000e+00
1, 5, 7.5000e+01, 7.5000e+01, 1.0000e+00, 3.5000e-01, 0.0000e+00
1, 5, 7.5000e+01, 7.5000e+01, 1.0000e+00, 6.0000e-01, 0.0000e+00
1, 5, 7.5000e+01, 7.5000e+01, 1.0000e+00, 9.5000e-01, 0.0000e+00
1, 5, 7.5000e+01, 7.5000e+01, 1.0000e+00, 1.7000e+00, 0.0000e+00
1, 5, 7.5000e+01, 7.5000e+01, 1.0000e+00, 3.0000e+00, 0.0000e+00
1, 5, 7.5000e+01, 7.5000e+01, 1.0000e+00, 5.1000e+00, 0.0000e+00
1, 5, 7.5000e+01, 7.5000e+01, 1.0000e+00, 8.3000e+00, 0.0000e+00
1, 5, 7.5000e+01, 7.5000e+01, 1.0000e+00, 1.2000e+01, 0.0000e+00
1, 5, 7.5000e+01, 7.5000e+01, 1.0000e+00, 1.9000e+01, 0.0000e+00
1, 5, 7.5000e+01, 7.5000e+01, 1.0000e+00, 3.0000e+01, 0.0000e+00
1, 5, 7.5000e+01, 7.5000e+01, 1.0000e+00, 4.0000e+01, 0.0000e+00
1, 5, 7.5000e+01, 7.5000e+01, 1.0000e+00, 5.0000e+01, 0.0000e+00
1, 5, 7.5000e+01, 7.5000e+01, 1.0000e+00, 6.0000e+01, 0.0000e+00
1, 5, 7.5000e+01, 7.5000e+01, 1.0000e+00, 7.0000e+01, 0.0000e+00
1, 5, 7.5000e+01, 7.5000e+01, 1.0000e+00, 8.0000e+01, 0.0000e+00
1, 5, 7.5000e+01, 7.5000e+01, 1.0000e+00, 9.0000e+01, 0.0000e+00
1, 5, 7.5000e+01, 7.5000e+01, 1.0000e+00, 9.9990e+01, 0.0000e+00
1, 6, 7.5000e+01, 8.0000e+01, 1.0000e+00, 1.0000e-02, 0.0000e+00
1, 6, 7.5000e+01, 8.0000e+01, 1.0000e+00, 1.6000e-02, 0.0000e+00
1, 6, 7.5000e+01, 8.0000e+01, 1.0000e+00, 2.7000e-02, 0.0000e+00
1, 6, 7.5000e+01, 8.0000e+01, 1.0000e+00, 4.5000e-02, 0.0000e+00
1, 6, 7.5000e+01, 8.0000e+01, 1.0000e+00, 7.7000e-02, 0.0000e+00
1, 6, 7.5000e+01, 8.0000e+01, 1.0000e+00, 1.3000e-01, 0.0000e+00
1, 6, 7.5000e+01, 8.0000e+01, 1.0000e+00, 2.1000e-01, 0.0000e+00
1, 6, 7.5000e+01, 8.0000e+01, 1.0000e+00, 3.5000e-01, 0.0000e+00
1, 6, 7.5000e+01, 8.0000e+01, 1.0000e+00, 6.0000e-01, 0.0000e+00
1, 6, 7.5000e+01, 8.0000e+01, 1.0000e+00, 9.5000e-01, 0.0000e+00
1, 6, 7.5000e+01, 8.0000e+01, 1.0000e+00, 1.7000e+00, 0.0000e+00
1, 6, 7.5000e+01, 8.0000e+01, 1.0000e+00, 3.0000e+00, 0.0000e+00
1, 6, 7.5000e+01, 8.0000e+01, 1.0000e+00, 5.1000e+00, 0.0000e+00
1, 6, 7.5000e+01, 8.0000e+01, 1.0000e+00, 8.3000e+00, 0.0000e+00
1, 6, 7.5000e+01, 8.0000e+01, 1.0000e+00, 1.2000e+01, 0.0000e+00
1, 6, 7.5000e+01, 8.0000e+01, 1.0000e+00, 1.9000e+01, 0.0000e+00
1, 6, 7.5000e+01, 8.0000e+01, 1.0000e+00, 3.0000e+01, 0.0000e+00
1, 6, 7.5000e+01, 8.0000e+01, 1.0000e+00, 4.0000e+01, 0.0000e+00
1, 6, 7.5000e+01, 8.0000e+01, 1.0000e+00, 5.0000e+01, 0.0000e+00
1, 6, 7.5000e+01, 8.0000e+01, 1.0000e+00, 6.0000e+01, 0.0000e+00
1, 6, 7.5000e+01, 8.0000e+01, 1.0000e+00, 7.0000e+01, 0.0000e+00
1, 6, 7.5000e+01, 8.0000e+01, 1.0000e+00, 8.0000e+01, 0.0000e+00
1, 6, 7.5000e+01, 8.0000e+01, 1.0000e+00, 9.0000e+01, 0.0000e+00
1, 6, 7.5000e+01, 8.0000e+01, 1.0000e+00, 9.9990e+01, 0.0000e+00
1, 7, 7.5000e+01, 8.5000e+01, 1.0000e+00, 1.0000e-02, 0.0000e+00
1, 7, 7.5000e+01, 8.5000e+01, 1.0000e+00, 1.6000e-02, 0.0000e+00
1, 7, 7.5000e+01, 8.5000e+01, 1.0000e+00, 2.7000e-02, 0.0000e+00
1, 7, 7.5000e+01, 8.5000e+01, 1.0000e+00, 4.5000e-02, 0.0000e+00
1, 7, 7.5000e+01, 8.5000e+01, 1.0000e+00, 7.7000e-02, 0.0000e+00
1, 7, 7.5000e+01, 8.5000e+01, 1.0000e+00, 1.3000e-01, 0.0000e+00
1, 7, 7.5000e+01, 8.5000e+01, 1.0000e+00, 2.1000e-01, 0.0000e+00
1, 7, 7.5000e+01, 8.5000e+01, 1.0000e+00, 3.5000e-01, 0.0000e+00
1, 7, 7.5000e+01, 8.5000e+01, 1.0000e+00, 6.0000e-01, 0.0000e+00
1, 7, 7.5000e+01, 8.5000e+01, 1.0000e+00, 9.5000e-01, 0.0000e+00
1, 7, 7.5000e+01, 8.5000e+01, 1.0000e+00, 1.7000e+00, 0.0000e+00
1, 7, 7.5000e+01, 8.5000e+01, 1.0000e+00, 3.0000e+00, 0.0000e+00
1, 7, 7.5000e+01, 8.5000e+01, 1.0000e+00, 5.1000e+00, 0.0000e+00
1, 7, 7.5000e+01, 8.5000e+01, 1.0000e+00, 8.3000e+00, 0.0000e+00
1, 7, 7.5000e+01, 8.5000e+01, 1.0000e+00, 1.2000e+01, 0.0000e+00
1, 7, 7.5000e+01, 8.5000e+01, 1.0000e+00, 1.9000e+01, 0.0000e+00
1, 7, 7.5000e+01, 8.5000e+01, 1.0000e+00, 3.0000e+01, 0.0000e+00
1, 7, 7.5000e+01, 8.5000e+01, 1.0000e+00, 4.0000e+01, 0.0000e+00
1, 7, 7.5000e+01, 8.5000e+01, 1.0000e+00, 5.0000e+01, 0.0000e+00
1, 7, 7.5000e+01, 8.5000e+01, 1.0000e+00, 6.0000e+01, 0.0000e+00
1, 7, 7.5000e+01, 8.5000e+01, 1.0000e+00, 7.0000e+01, 0.0000e+00
1, 7, 7.5000e+01, 8.5000e+01, 1.0000e+00, 8.0000e+01, 0.0000e+00
1, 7, 7.5000e+01, 8.5000e+01, 1.0000e+00, 9.0000e+01, 0.0000e+00
1, 7, 7.5000e+01, 8.5000e+01, 1.0000e+00, 9.9990e+01, 0.0000e+00
1, 8, 7.5000e+01, 9.0000e+01, 1.0000e+00, 1.0000e-02, 0.0000e+00
1, 8, 7.5000e+01, 9.0000e+01, 1.0000e+00, 1.6000e-02, 0.0000e+00
1, 8, 7.5000e+01, 9.0000e+01, 1.0000e+00, 2.7000e-02, 0.0000e+00
1, 8, 7.5000e+01, 9.0000e+01, 1.0000e+00, 4.5000e-02, 0.0000e+00
1, 8, 7.5000e+01, 9.0000e+01, 1.0000e+00, 7.7000e-02, 0.0000e+00
1, 8, 7.5000e+01, 9.0000e+01, 1.0000e+00, 1.3000e-01, 0.0000e+00
1, 8, 7.5000e+01, 9.0000e+01, 1.0000e+00, 2.1000e-01, 0.0000e+00
1, 8, 7.5000e+01, 9.0000e+01, 1.0000e+00, 3.5000e-01, 0.0000e+00
1, 8, 7.5000e+01, 9.0000e+01, 1.0000e+00, 6.0000e-01, 0.0000e+00
1, 8, 7.5000e+01, 9.0000e+01, 1.0000e+00, 9.5000e-01, 0.0000e+00
1, 8, 7.5000e+01, 9.0000e+01, 1.0000e+00, 1.7000e+00, 0.0000e+00
1, 8, 7.5000e+01, 9.0000e+01, 1.0000e+00, 3.0000e+00, 0.0000e+00
1, 8, 7.5000e+01, 9.0000e+01, 1.0000e+00, 5.1000e+00, 0.0000e+00
1, 8, 7.5000e+01, 9.0000e+01, 1.0000e+00, 8.3000e+00, 0.0000e+00
1, 8, 7.5000e+01, 9.0000e+01, 1.0000e+00, 1.2000e+01, 0.0000e+00
1, 8, 7.5000e+01, 9.0000e+01, 1.0000e+00, 1.9000e+01, 0.0000e+00
1, 8, 7.5000e+01, 9.0000e+01, 1.0000e+00, 3.0000e+01, 0.0000e+00
1, 8, 7.5000e+01, 9.0000e+01, 1.0000e+00, 4.0000e+01, 0.0000e+00
1, 8, 7.5000e+01, 9.0000e+01, 1.0000e+00, 5.0000e+01, 0.0000e+00
1, 8, 7.5000e+01, 9.0000e+01, 1.0000e+00, 6.0000e+01, 0.0000e+00
1, 8, 7.5000e+01, 9.0000e+01, 1.0000e+00, 7.0000e+01, 0.0000e+00
1, 8, 7.5000e+01, 9.0000e+01, 1.0000e+00, 8.0000e+01, 0.0000e+00
1, 8, 7.5000e+01, 9.0000e+01, 1.0000e+00, 9.0000e+01, 0.0000e+00
1, 8, 7.5000e+01, 9.0000e+01, 1.0000e+00, 9.9990e+01, 0.0000e+00
